Betreiber,Straße,Hausnummer,Postleitzahl,Ort,Bundesland,Breitengrad,Längengrad,Nennleistung Ladeeinrichtung [kW],Art der Ladeeinrichung,Anzahl Ladepunkte,Steckertypen1,P1 [kW],Steckertypen2,P2 [kW],Steckertypen3,P3 [kW],Steckertypen4,P4 [kW]
Stadtwerke Heide GmbH,Bundesstr. 5 Nr.,11,25795,Weddingstedt,Schleswig-Holstein,54.237167,9.085722,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Stadtwerke Heide GmbH,Materialienstraße,1,25797,Wöhrden,Schleswig-Holstein,54.1647271,8.9952898,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Stadtwerke Heide GmbH,Schwarzer Weg,9,25797,Wöhrden,Schleswig-Holstein,54.163768,8.997439,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Stadtwerke Heide GmbH,Chausseestraße,10,25797,Wöhrden,Schleswig-Holstein,54.1660715,8.9986201,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
WEMAG AG,Schlossstraße,15,19089,Basthorst,Schleswig-Holstein,53.636921,11.625096,30.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
EWE Go GmbH,Immenberg,2,21465,Wentorf bei Hamburg,Schleswig-Holstein,53.48896182,10.27129841,150.0,Schnellladeeinrichtung,2,DC Kupplung Combo,75,DC Kupplung Combo,75.0,,,,
Lidl,Hamburgerstraße,47,21481,Lauenburg,Schleswig-Holstein,53.3739462,10.5480332,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
VersorgungsBetriebe Elbe GmbH,Am Schüsselteich,0,21481,Lauenburg / Elbe,Schleswig-Holstein,53.374449,10.550757,150.0,Schnellladeeinrichtung,3,"AC Steckdose Typ 2, DC Kupplung Combo, DC CHAdeMO",125,DC Kupplung Combo,125.0,AC Steckdose Typ 2,22.0,,
VersorgungsBetriebe Elbe GmbH,Hamburger Straße,9-11,21481,Lauenburg / Elbe,Schleswig-Holstein,53.373785,10.552642,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
VersorgungsBetriebe Elbe GmbH,Weingarten,0,21481,Lauenburg / Elbe,Schleswig-Holstein,53.374056,10.554083,150.0,Schnellladeeinrichtung,2,DC Kupplung Combo,150,DC Kupplung Combo,150.0,,,,
VersorgungsBetriebe Elbe GmbH,Alter Bahnhof,1,21481,Lauenburg / Elbe,Schleswig-Holstein,53.370041,10.566966,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
VersorgungsBetriebe Elbe GmbH,Bei der Palmschleuse,0,21481,Lauenburg/Elbe,Schleswig-Holstein,53.375014,10.585823,150.0,Schnellladeeinrichtung,1,DC Kupplung Combo,150,DC Kupplung Combo,150.0,,,,
E.ON Drive GmbH,Ritter-Wulf-Platz,1,21493,Schwarzenbek,Schleswig-Holstein,53.502922,10.478678,11.0,Normalladeeinrichtung,1,AC Steckdose Typ 2,11,,,,,,
E.ON Drive GmbH,Compestraße bei,10,21493,Schwarzenbek,Schleswig-Holstein,53.504079,10.478891,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
E.ON Drive GmbH,Hans-Koch Ring,8,21493,Schwarzenbek,Schleswig-Holstein,53.512544,10.478891,93.0,Schnellladeeinrichtung,2,AC Kupplung Typ 2,43,"DC Kupplung Combo, DC CHAdeMO",50.0,,,,
E.ON Drive GmbH,Müllerweg,2,21493,Schwarzenbek,Schleswig-Holstein,53.509842,10.4827,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Vereinigte Stadtwerke GmbH,Lauenburger Straße,21,21493,Schwarzenbek,Schleswig-Holstein,53.501704,10.482877,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
E.ON Drive GmbH,Möllner Straße,42,21493,Schwarzenbek,Schleswig-Holstein,53.510095,10.487616,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
HanseWerk Charging Station,Möllner Straße,42,21493,Schwarzenbek,Schleswig-Holstein,53.510262,10.487847,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Lidl,Kerntangente,2,21493,Schwarzenbek,Schleswig-Holstein,53.5044295,10.4879727,44.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, DC Kupplung Combo",22,"AC Steckdose Typ 2, AC Kupplung Typ 2",22.0,,,,
E.ON Drive GmbH,Hans-Koch-Ring,8,21493,Schwarzbeck,Schleswig-Holstein,53.51255,10.497984,93.0,Schnellladeeinrichtung,2,AC Kupplung Typ 2,43,"DC Kupplung Combo, DC CHAdeMO",50.0,,,,
"Kreis Herzogtum Lauenburg, Gebietskörperschaft",Kesselflickerstraße,2,21493,Elmenhorst,Schleswig-Holstein,53.531512,10.514628,22.0,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,
famila,Spandauer Straße,31,21502,Geesthacht,Schleswig-Holstein,53.432495,10.34185,100.0,Schnellladeeinrichtung,3,"AC Steckdose Typ 2, AC Kupplung Typ 2",11,DC Kupplung Combo,50.0,"DC Kupplung Combo, DC CHAdeMO",50.0,,
Autohaus Siemers GmbH & Co.KG,Geesthachter Straße,72-74,21502,Geesthacht,Schleswig-Holstein,53.443408,10.361984,13.2,Normalladeeinrichtung,1,AC Steckdose Typ 2,11,,,,,,
Autohaus Siemers GmbH & Co.KG,Geesthachter Str.,72-74,21502,Geesthacht,Schleswig-Holstein,53.44359,10.362934,39.6,Normalladeeinrichtung,2,DC Kupplung Combo,22,AC Steckdose Typ 2,11.0,,,,
Aral Pulse,Geesthachter Str.,24-28,21502,Geesthacht,Schleswig-Holstein,53.43996,10.36578,300.0,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",300,DC Kupplung Combo,300.0,,,,
Aral Pulse,Geesthachter Str.,24-28,21502,Geesthacht,Schleswig-Holstein,53.43988,10.36584,300.0,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",300,DC Kupplung Combo,300.0,,,,
Stadtwerke Geesthacht GmbH,Querstr.,0,21502,Geesthacht,Schleswig-Holstein,53.437803,10.366397,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Stadtwerke Geesthacht GmbH,Norderstr.,0,21502,Geesthacht,Schleswig-Holstein,53.434083,10.372365,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Stadtwerke Geesthacht GmbH,Berliner Str.,0,21502,Geesthacht,Schleswig-Holstein,53.436204,10.374024,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Stadtwerke Geesthacht GmbH,Brandrieter Weg,0,21502,Geesthacht,Schleswig-Holstein,53.430364,10.376584,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
"Kreis Herzogtum Lauenburg, Gebietskörperschaft",Otto-Brügmann-Str.,8,21502,Geesthacht,Schleswig-Holstein,53.431702,10.378398,22.0,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,
Stadtwerke Geesthacht GmbH,Elbuferstr.,0,21502,Geesthacht,Schleswig-Holstein,53.402268,10.426554,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Herbert Wulf GmbH & Co. KG,Bundesstraße,71,21502,Geesthacht,Schleswig-Holstein,53.408177,10.446319,39.65,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,DC Kupplung Combo,22.0,,,,
Herbert Wulf GmbH & Co. KG,Bundesstraße,71,21502,Geesthacht,Schleswig-Holstein,53.408193,10.446322,22.0,Normalladeeinrichtung,2,DC Kupplung Combo,1,AC Steckdose Typ 2,11.0,,,,
Comfort Charge,Lindenweg,2a,21514,Büchen,Schleswig-Holstein,53.47521,10.62007,100.0,Schnellladeeinrichtung,3,"DC Kupplung Combo, DC CHAdeMO",100,AC Steckdose Typ 2,22.0,AC Kupplung Typ 2,22.0,,
E.ON Drive GmbH,Lauenburger Strasse,33,21514,Büchen,Schleswig-Holstein,53.47449,10.62269,22.0,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,
E.ON Drive GmbH,Lauenburger Strasse,33,21514,Büchen,Schleswig-Holstein,53.47449,10.62269,22.0,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,
ewerk Sachsenwald GmbH,Kastanienallee,15,21521,Wohltorf,Schleswig-Holstein,53.52122,10.27758,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
ewerk Sachsenwald GmbH,An der Bille,9,21521,Aumühle,Schleswig-Holstein,53.526496,10.304689,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Vereinigte Stadtwerke GmbH,Lübecker Straße,6c,23628,Krummesse,Schleswig-Holstein,53.781707,10.642045,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Privatperson,Hainbuchenring,12,23628,Klempau,Schleswig-Holstein,53.7643517,10.6498981,22.0,Normalladeeinrichtung,1,AC Kupplung Typ 2,22,,,,,,
Vereinigte Stadtwerke GmbH,An der Bäk,0,23847,Kastorf,Schleswig-Holstein,53.748511,10.565309,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11.0,,,,
Vereinigte Stadtwerke GmbH,Grambeker Weg,147,23879,Mölln,Schleswig-Holstein,53.609174,10.676234,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
EDEKA Süllau,Grambeker Weg,45,23879,Mölln,Schleswig-Holstein,53.613174,10.678305,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Ing.W. Riemer GmbH & CO KG,Alt-Möllner-Str.,14-18,23879,Mölln,Schleswig-Holstein,53.6241,10.679586,50.0,Schnellladeeinrichtung,1,"AC Kupplung Typ 2, DC Kupplung Combo, DC CHAdeMO, AC CEE 5 polig",50,,,,,,
EnBW mobility+ AG und Co.KG,Grambeker Weg,11,23879,Mölln,Schleswig-Holstein,53.622641,10.682439,98.0,Schnellladeeinrichtung,2,AC Kupplung Typ 2,43,"DC Kupplung Combo, DC CHAdeMO",50.0,,,,
Vereinigte Stadtwerke GmbH,Brauerstraße,8,23879,Mölln,Schleswig-Holstein,53.623657,10.684742,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Vereinigte Stadtwerke GmbH,Gudower Weg,9,23879,Mölln,Schleswig-Holstein,53.624957,10.688735,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Vereinigte Stadtwerke GmbH,Bergstraße,12,23879,Möllb,Schleswig-Holstein,53.627303,10.689797,44.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22.0,,,,
Vereinigte Stadtwerke GmbH,Hauptstraße,150,23879,Mölln,Schleswig-Holstein,53.630526,10.693503,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11.0,,,,
Vereinigte Stadtwerke GmbH,Sitzkrüger Moor,2a,23879,Mölln,Schleswig-Holstein,53.64054,10.695074,150.0,Schnellladeeinrichtung,2,AC Steckdose Typ 2,22,"DC Kupplung Combo, DC CHAdeMO",150.0,,,,
Vereinigte Stadtwerke GmbH,Hindenburgstraße,13-15,23879,Mölln,Schleswig-Holstein,53.623572,10.695421,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Vereinigte Stadtwerke GmbH,Waldhallenweg,11,23879,Mölln,Schleswig-Holstein,53.621997,10.705946,44.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,AC Steckdose Typ 2,22.0,,,,
Vereinigte Stadtwerke GmbH,Kurzenlandskoppel,4,23896,Nusse,Schleswig-Holstein,53.654247,10.577401,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Vereinigte Stadtwerke GmbH,Dörpstrat,18A,23898,Wentorf a.S.,Schleswig-Holstein,53.67671,10.474463,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Vereinigte Stadtwerke GmbH,Hauptstraße,75a,23898,Sandesneben,Schleswig-Holstein,53.688562,10.487265,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Vereinigte Stadtwerke GmbH,Schulweg,4,23898,Labenz,Schleswig-Holstein,53.711303,10.525257,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
E.ON Drive Infrastructure,Gudow Süd,0,23899,Gudow,Schleswig-Holstein,53.520471,10.804038,93.0,Schnellladeeinrichtung,2,AC Kupplung Typ 2,43,"DC Kupplung Combo, DC CHAdeMO",50.0,,,,
E.ON Drive Infrastructure,Gudow Nord,0,23899,Gudow,Schleswig-Holstein,53.520922,10.806497,93.0,Schnellladeeinrichtung,2,AC Kupplung Typ 2,43,"DC Kupplung Combo, DC CHAdeMO",50.0,,,,
EnBW mobility+ AG und Co.KG,Bahnhofsallee,40-42,23909,Ratzeburg,Schleswig-Holstein,53.699656,10.741201,150.0,Schnellladeeinrichtung,2,DC Kupplung Combo,150,DC Kupplung Combo,150.0,,,,
Vereinigte Stadtwerke GmbH,Schloßwiese,1,23909,Ratzeburg,Schleswig-Holstein,53.699248,10.765853,150.0,Schnellladeeinrichtung,2,AC Steckdose Typ 2,22,"DC Kupplung Combo, DC CHAdeMO",150.0,,,,
Vereinigte Stadtwerke GmbH,Unter den Linden,1,23909,Ratzeburg,Schleswig-Holstein,53.699647,10.770292,44.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Schuko",22,"AC Steckdose Typ 2, AC Schuko",22.0,,,,
"Kreis Herzogtum Lauenburg, Gebietskörperschaft",Barlachstraße,2,23909,Ratzeburg,Schleswig-Holstein,53.698133,10.772729,22.0,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,
Vereinigte Stadtwerke GmbH,Domstraße,2,23909,Ratzeburg,Schleswig-Holstein,53.69973,10.774686,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Vereinigte Stadtwerke GmbH,Röpersberg,1,23909,Ratzeburg,Schleswig-Holstein,53.688828,10.779032,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Vereinigte Stadtwerke GmbH,Röpersberg,2,23909,Ratzeburg,Schleswig-Holstein,53.690749,10.779226,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
EnBW mobility+ AG und Co.KG,Zittschower Weg,1-3,23909,Ratzeburg,Schleswig-Holstein,53.69123,10.7938,150.0,Schnellladeeinrichtung,2,DC Kupplung Combo,150,DC Kupplung Combo,150.0,,,,
Vereinigte Stadtwerke GmbH,Schweriner Straße,90,23909,Ratzeburg,Schleswig-Holstein,53.691097,10.80493,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Vereinigte Stadtwerke GmbH,Oldesloer Straße,1,23919,Berkenthin,Schleswig-Holstein,53.734064,10.643445,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Lidl,Kentangente,2,24493,Schwarzenbek,Schleswig-Holstein,53.50417,10.488752,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
GP JOULE Connect GmbH,Cecilienkoog,16,25281,Reußenköge,Schleswig-Holstein,54.58557,8.92323,48.7,Normalladeeinrichtung,4,AC Steckdose Typ 2,4.7,AC Steckdose Typ 2,22.0,AC Steckdose Typ 2,22.0,AC Steckdose Typ 2,22.0
Stadtwerke Husum GmbH,Lundenbergweg,3,25813,Simonsberg,Schleswig-Holstein,54.454281,8.966371,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Allego GmbH,Deichstraße,20,25813,Husum,Schleswig-Holstein,54.476746,9.042594,93.0,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",50,AC Kupplung Typ 2,43.0,,,,
Stadtwerke Husum GmbH,Simonsberger Strasse,22,25813,Südermarsch,Schleswig-Holstein,54.439131,9.044155,50.0,Schnellladeeinrichtung,2,AC Steckdose Typ 2,11,"DC Kupplung Combo, DC CHAdeMO",50.0,,,,
Autohaus Karl Raudzus & Söhne GmbH & Co. KG,Bredstedter Str.,2-8,25813,Husum,Schleswig-Holstein,54.485875,9.046106,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11.0,,,,
GP JOULE Connect GmbH,Bredstedter Straße,2-8,25813,Husum,Schleswig-Holstein,54.48606358,9.046280464,150.0,Schnellladeeinrichtung,2,DC Kupplung Combo,150,DC Kupplung Combo,75.0,,,,
Stadtwerke Husum GmbH,Neustadt,60-68,25813,Husum,Schleswig-Holstein,54.47933,9.04653,11.0,Normalladeeinrichtung,1,AC Steckdose Typ 2,11,,,,,,
Stadtwerke Husum GmbH,Neustadt,60-68,25813,Husum,Schleswig-Holstein,54.47933,9.04653,11.0,Normalladeeinrichtung,1,AC Steckdose Typ 2,11,,,,,,
Stadtwerke Husum GmbH,Neustadt,60-68,25813,Husum,Schleswig-Holstein,54.47933,9.04653,11.0,Normalladeeinrichtung,1,AC Steckdose Typ 2,11,,,,,,
Stadtwerke Husum GmbH,Marktstraße,6,25813,Husum,Schleswig-Holstein,54.4841,9.0470899,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Stadtwerke Husum GmbH,Großstraße,15-17,25813,Husum,Schleswig-Holstein,54.478233,9.048444,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Stadtwerke Husum GmbH,Großstraße,15-17,25813,Husum,Schleswig-Holstein,54.478234,9.048696,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Stadtwerke Husum GmbH,Großstraße,15-17,25813,Husum,Schleswig-Holstein,54.478234,9.048696,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Stadtwerke Husum GmbH,Am Binnenhafen,5,25813,Husum,Schleswig-Holstein,54.473521,9.049078,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Stadtwerke Husum GmbH,Am Binnenhafen,5,25813,Husum,Schleswig-Holstein,54.728576,9.049078,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Stadtwerke Husum GmbH,Am Binnenhafen,5,25813,Husum,Schleswig-Holstein,54.473217,9.049106,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Stadtwerke Husum GmbH,Am Binnenhafen,5,25813,Husum,Schleswig-Holstein,54.473217,9.049106,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Stadtwerke Husum GmbH,Am Binnenhafen,1,25813,Husum,Schleswig-Holstein,54.47453256,9.049837589,149.0,Schnellladeeinrichtung,2,DC Kupplung Combo,149,DC Kupplung Combo,149.0,,,,
Stadtwerke Husum GmbH,Großstraße,15-17,25813,Husum,Schleswig-Holstein,54.47701,9.04986,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Stadtwerke Husum GmbH,Großstraße,15-17,25813,Husum,Schleswig-Holstein,54.47701,9.04986,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Stadtwerke Husum GmbH,Großstraße,15-17,25813,Husum,Schleswig-Holstein,54.47701,9.04986,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Stadtwerke Husum GmbH,Am Binnenhafen,1,25813,Husum,Schleswig-Holstein,54.4746933,9.0502722,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
GP JOULE Connect GmbH,Ludwig-Nissen-Str.,62,25813,Husum,Schleswig-Holstein,54.47499461,9.062046798,11.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,AC Steckdose Typ 2,11.0,,,,
Stadtwerke Husum GmbH,Lorns,41,25813,Husum,Schleswig-Holstein,54.4829403,9.0623982,22.0,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,
Stadtwerke Husum GmbH,Lornsenstraße,41,25813,Husum,Schleswig-Holstein,54.4829403,9.0623982,22.0,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,
Stadtwerke Husum GmbH,Ostenfelder Str.,1-3,25813,Husum,Schleswig-Holstein,54.47682,9.07227,22.0,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,
hagebaumarkt husum GmbH u. Co. KG,Siemensstr.,30,25813,Husum,Schleswig-Holstein,54.49189,9.07561,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
EWE Go GmbH,Flensburger Chaussee,40,25813,Husum,Schleswig-Holstein,54.48686723,9.075735296,144.0,Schnellladeeinrichtung,2,DC Kupplung Combo,134,DC Kupplung Combo,134.0,,,,
Stadtwerke Husum GmbH,Siemensstraße,1,25813,Husum,Schleswig-Holstein,54.491913,9.07748,22.0,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,
Auto-Vertrieb Kielsburg GmbH,Robert-Koch-Str.,8-10,25813,Husum,Schleswig-Holstein,54.490819,9.081045,22.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,"AC Steckdose Typ 2, AC Kupplung Typ 2",22.0,,,,
Auto-Vertrieb Kielsburg GmbH,Robert-Koch-Str.,8-10,25813,Husum,Schleswig-Holstein,54.491134,9.082333,22.0,Normalladeeinrichtung,2,"AC Steckdose Typ 2, AC Kupplung Typ 2",22,"AC Steckdose Typ 2, AC Kupplung Typ 2",22.0,,,,
Nord-Ostsee Automobile GmbH & Co. KG,Schleswiger Chaussee,98,25813,Husum,Schleswig-Holstein,54.483186,9.08395,22.0,Normalladeeinrichtung,1,AC Kupplung Typ 2,22,,,,,,
GP JOULE Connect GmbH,Am Messeplatz,7,25813,Husum,Schleswig-Holstein,54.4944,9.08853,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
GP JOULE Connect GmbH,Am Messeplatz,7,25813,Husum,Schleswig-Holstein,54.4944,9.08853,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
GP JOULE Connect GmbH,Am Messeplatz,7,25813,Husum,Schleswig-Holstein,54.4944,9.08853,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Stadtwerke Husum GmbH,Hohlacker,5,25813,Schwesing,Schleswig-Holstein,54.486977,9.100873,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Stadtwerke Husum GmbH,Hohlacker,5,25813,Schwesing,Schleswig-Holstein,54.486977,9.100873,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
GP JOULE Connect GmbH,Cecilienkoog,16,25821,Reußenköge,Schleswig-Holstein,54.58557,8.92323,36.8,Normalladeeinrichtung,4,AC Steckdose Typ 2,7.4,AC Steckdose Typ 2,7.4,AC Steckdose Typ 2,22.0,AC Steckdose Typ 2,22.0
GP JOULE Connect GmbH,Cecilienkoog,16,25821,Reußenköge,Schleswig-Holstein,54.585734,8.923624,30.0,Normalladeeinrichtung,4,"AC Steckdose Typ 2, AC Kupplung Typ 2",7.5,"AC Steckdose Typ 2, AC Kupplung Typ 2",7.5,"AC Steckdose Typ 2, AC Kupplung Typ 2",7.5,"AC Steckdose Typ 2, AC Kupplung Typ 2",7.5
GP JOULE Connect GmbH,Cecilienkoog,16,25821,Reußenköge,Schleswig-Holstein,54.585734,8.923624,27.68,Normalladeeinrichtung,4,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,AC Steckdose Typ 2,22.0,AC Steckdose Typ 2,22.0
GP JOULE Connect GmbH,Cecilienkoog,16,25821,Reußenköge,Schleswig-Holstein,54.585734,8.923624,27.68,Normalladeeinrichtung,4,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,AC Steckdose Typ 2,22.0,AC Steckdose Typ 2,22.0
GP JOULE Connect GmbH,Cecilienkoog,16,25821,Reußenköge,Schleswig-Holstein,54.585734,8.923624,27.68,Normalladeeinrichtung,4,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,AC Steckdose Typ 2,22.0,AC Steckdose Typ 2,22.0
GP JOULE Connect GmbH,Cecilienkoog,16,25821,Reußenköge,Schleswig-Holstein,54.585734,8.923624,27.68,Normalladeeinrichtung,4,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,AC Steckdose Typ 2,22.0,AC Steckdose Typ 2,22.0
GP JOULE Connect GmbH,Cecilienkoog,16,25821,Reußenköge,Schleswig-Holstein,54.585734,8.923624,27.68,Normalladeeinrichtung,4,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,AC Steckdose Typ 2,22.0,AC Steckdose Typ 2,22.0
GP JOULE Connect GmbH,Cecilienkoog,16,25821,Reußenköge,Schleswig-Holstein,54.585734,8.923624,34.6,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
GP JOULE Connect GmbH,Cecilienkoog,16,25821,Reußenköge,Schleswig-Holstein,54.585734,8.923624,34.6,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
GP JOULE Connect GmbH,Sophien-Magdalenen-Koog,8,25821,Reußenköge,Schleswig-Holstein,54.592552,8.945012,44.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
Stadtwerke Nordfriesland GmbH,Markt,19,25821,Bredstedt,Schleswig-Holstein,54.618079,8.964022,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,11.0,,,,
GP JOULE Connect GmbH,Lornsenstraße,13,25821,Bredstedt,Schleswig-Holstein,54.620686,8.971005,22.0,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,AC Steckdose Typ 2,22.0,,,,
